ID,COUNT AREA,MONTH,DAY,YEAR,START TIME,END TIME,OBSERVERS,AWPE,GBHE,GREG,SNEG,BCNH,WTKI,NOHA,RTHA,RSHA,RLHA,SSHA,COHA,AMKE,MERL,PEFA,BBPL,PAGP,AMGP,LEGP,SNPL,SEPL,KILL,BLOY,AMAV,GRYE,LEYE,YELL,WILL,WATA,SPSA,WHIM,LBCU,MAGO,RUTU,BLTU,SURF,REKN,SAND,WESA,LESA,LWSA,BASA,DUNL,PEEP,SBDO,LBDO,DOSP,COSN,RNPH,REPH,PHAL,FEHA,OSPR,NOTES & OTHER SPECIES,PROOFED,ENTERED BY,WIPH,BAEA,SSCOHA,GOEA,SEOW,GRHE,AMBI,PESA,SESA,RUFF
1441,WCD,1,27,2004,1330,1400,J. Kelly,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,915,0,23,0,0,0,40,116,0,0,2,0,0,0,0,0,0,0,0,0,0,"BEKI = 1, most Dunlins departed at 1335 north to TPT (not included in count above)",,,,,,,,,,,,
1442,INV,1,27,2004,1430,1500,K. Etienne,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sporadic rain,,,,,,,,,,,,
1443,WHG,1,27,2004,1330,1345,K. Etienne,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,75,0,0,0,0,0,35,122,0,0,35,0,0,0,0,0,0,0,0,0,0,"cleared temporarily, very wet day",,,,,,,,,,,,
1444,CGP,1,27,2004,1330,1500,T. Gilbert,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,wind  and rain,,,,,,,,,,,,
1445,MMG,1,27,2004,1330,1430,K. Burton,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,no flock movements,,,,,,,,,,,,
1446,WPT,1,27,2004,1330,1425,L. Hug,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,0,0,0,0,2,111,0,0,0,0,0,0,0,0,0,0,0,0,0,"drizzle beginning, clearing, pouring @ 1425",,,,,,,,,,,,
1447,BIV,1,27,2004,1330,1430,"K. Ackerman, L. Sykes, R. Currie,",0,1,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,151,0,0,0,0,108,0,0,0,0,0,0,0,0,0,61,0,0,0,12,0,0,0,0,0,0,high water due to low pressure,,,,,,,,,,,,
1448,TPT,1,27,2004,1330,1430,"A. Spencer, M. Parkes, C. Kuelper",0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,95,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1449,GIA,1,27,2004,1330,1345,T. Walters,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"many ducks, geese, and blackbirds",,,,,,,,,,,,
1450,SPT,1,27,2004,1330,1340,"E. Blustein, G. Bishop",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DUNL, SAND, SNPL, 75,  mixed flock north on Dillon Beach; rained 5 times in the hour.",,,,,,,,,,,,
1451,BRB,1,27,2004,1350,1455,"E. Blustein, G. Bishop",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,87,0,0,0,0,140,285,2,0,0,1390,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1452,LAW,1,27,2004,1500,1515,"E. Blustein, G. Bishop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,1,0,0,0,0,97,0,0,0,0,0,7,13,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
1453,WPT,2,10,2004,1115,1225,L. Hug,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,26,0,0,0,0,3,11,320,186,0,132,0,0,0,0,0,0,0,0,0,0,beautiful day,,,,,,,,,,,,
1454,SPT,2,10,2004,1115,1125,"R. Stallcup, G. Bishop",0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1455,LAW,2,10,2004,1215,1245,"R. Stallcup, G. Bishop",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1456,BRB,2,10,2004,1127,1210,"R. Stallcup, G. Bishop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,4,0,0,0,0,0,0,8,0,0,0,0,590,0,0,0,1,85,355,57,0,0,278,0,0,0,0,0,0,0,0,0,0,FOTE = 64,,,,,,,,,,,,
1457,GIA,2,10,2004,1030,1045,T. Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lots of ducks, geese, deer & vultures, no shorebirds.",,,,,,,,,,,,
1458,MMG,2,10,2004,1115,1230,"T. Walters, J. Jacobson",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,36,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1459,TPT,2,10,2004,1110,1215,"M. Parkes, C. Kuelper, A. Spencer",0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,803,0,0,0,0,114,122,0,0,0,70,0,0,0,0,0,0,0,0,0,0,very calm today,,,,,,,,,,,,
1460,WCD,2,10,2004,1115,1210,J. Kelly,0,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,1230,0,0,0,0,170,190,150,0,0,1050,0,0,0,0,0,0,0,0,0,0,1 CATE in February!,,,,,,,,,,,,
1461,INV,2,10,2004,1205,1245,"K. Etienne, R. Johnson",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sunny, no clouds, calm",,,,,,,,,,,,
1462,WHG,2,10,2004,1115,1130,"K. Etienne, R. Johnson",0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,42,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1463,CGP,2,10,2004,1115,1245,T. Gilbert,0,1,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,7,0,1,0,0,17,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,PEFA= heard only,,,,,,,,,,,,
1464,BIV,2,10,2004,1115,1240,"K. Ackerman,F. Hanson, R. Currie, T. Nordbye
F. Hanson,
R. Currie, T. Nordby",0,2,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,68,0,0,0,0,8,12,11,0,0,148,0,0,0,0,0,0,0,0,0,5,Tide was slow. Birds did not begin to move into Bivalve from outer mud flat until just after the count stopped.,,,,,,,,,,,,
1465,TPT,2,25,2004,1345,1445,M. Parkes,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"BEKI = 1, CITE in saltmasrh with AMCOs; windy, reduced mudflats",,,,,,,,,,,,
1466,CGP,2,25,2004,1345,1450,T. Gilbert,0,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"much higher tide than usual count time, strong, SW wind",,,,,,,,,,,,
1467,WHG,2,25,2004,1355,1410,"K. Etienne, R. Johnson",0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,450,0,0,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,"strong wind, sunny",,,,,,,,,,,,
1468,INV,2,25,2004,1445,1515,"K. Etienne, R. Johnson",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1469,WCD,2,25,2004,1345,1430,J. Kelly,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,CAGO = 2. Tide @ 13:45 approx 3.5' - flooding- mudflats only very slightly exposed,,,,,,,,,,,,
1470,LAW,2,25,2004,1345,1445,"E. Blustein, R. Stallcup",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,11,0,0,0,0,0,575,0,0,0,0,2272,0,0,0,0,0,2,0,15,0,57,0,0,0,0,0,0,0,0,0,0,"high winds, standing water",,,,,,,,,,,,
1471,SPT,2,25,2004,1345,1355,"R. Stallcup, E. Blustein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50 knot winds; few birds on upper beach - SNPL, SAND, did not want to flush them.",,,,,,,,,,,,
1472,BRB,2,25,2004,1400,1415,"E. Blustein, R. Stallcup",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"high water, steady winds",,,,,,,,,,,,
1473,WPT,2,25,2004,1345,1415,L. Sykes,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,very high water. No mud exposed. Submerged cordgrass. Diving Ducks where shorebirds usually are. Probably due to low atmspheric pressure and very high run off from Lagunitas Creek.,,,,,,,,,,,,
1474,GIA,2,25,2004,1315,1320,T. Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,windy,,,,,,,,,,,,
1475,MMG,2,25,2004,1345,1500,T. Walters,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tide high, little habitat",,,,,,,,,,,,
1476,BIV,2,25,2004,1345,1450,"K. Ackerman, R. Currie. T. Nordby",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,120,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"High winds, heavy silt in stream runoff. Mud in tide channel was coating the banks-Could these conditions be associated with low number of peeps?",,,,,,,,,,,,
1477,CGP,4,23,2004,1430,1530,T. Gilbert,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,13,0,0,0,0,213,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1478,INV,4,23,2004,1510,1545,K. Etienne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1479,WHG,4,23,2004,1430,1440,K. Etienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,"calm, clear",,,,,,,,,,,,
1480,MMG,4,23,2004,1430,1600,"Judy, Lynnette",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,61,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1481,WCD,4,23,2004,1430,1530,J. Kelly,14,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,10,0,0,2,0,0,0,0,550,0,0,0,0,0,40,75,0,0,0,0,0,0,9,0,0,0,0,0,2,"CATE = 54, CAGO = 12  (1 adult with 4 chicks)",,,,,,,,,,,,
1482,TPT,4,23,2004,1430,1530,"A. Spencer, M. Parkes, Mark McCaustland",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,47,0,0,0,0,486,0,0,0,0,0,40,2,0,0,52,0,0,0,12,0,0,0,0,0,1,,,,,,,,,,,,,
1483,SPT,4,23,2004,1420,1425,"G. Bishop, F. Hanson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1484,BRB,4,23,2004,1430,1520,"G. Bishop, F. Hanson",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,192,0,0,0,0,15,1,22,0,0,37,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1485,LAW,4,23,2004,1530,1550,"G. Bishop, F. Hanson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,many campers!,,,,,,,,,,,,
1486,GIA,4,23,2004,1410,1420,L. Hug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,"warm, sunny, bad glare",,,,,,,,,,,,
1487,WPT,4,23,2004,1435,1525,L. Hug,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"warm, breezy",,,,,,,,,,,,
1488,BIV,4,23,2004,1230,1400,"R. Currie, K. Ackerman, G. Bennett,",14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden Eagle = 1. Confirmed by white inner til band and golden head.,,,,,,,,,,,,
1489,TPT,8,27,2004,930,1030,"A. Spencer, K. Etienne",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,196,8,2,0,7,0,20,149,0,0,0,0,0,0,0,0,0,0,0,0,0,3 WIPH in upper marsh before the count,,,,,,,,,,,,
1490,WCD,8,27,2004,930,1030,J. Kelly,84,5,9,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,5,0,0,185,0,0,0,0,365,0,0,0,0,0,340,175,0,0,0,0,0,0,201,0,0,0,0,0,1,CATE = 12,,,,,,,,,,,,
1491,CGP,8,27,2004,930,1100,T. Gilbert,0,5,8,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,46,0,5,0,0,55,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1492,BIV,8,27,2004,930,1030,"B. Bajema, T. Nordby, L. Hug",17,6,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"very warm, sunny, still",,,,,,,,,,,,
1493,INV,8,27,2004,1006,1033,"K. Fehring, K. Peterlein",0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,15,0,0,0,0,14,0,0,0,0,0,140,60,0,0,0,0,0,0,0,0,0,0,0,0,0,CATE = 7. Roosting behing INV store,,,,,,,,,,,,
1494,WHG,8,27,2004,930,938,"K. Fehring, K. Peterlein",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1495,WPT,8,27,2004,925,1020,J. Evens,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,1,40,0,0,0,0,0,0,0,0,0,0,0,2,"CATE = 9, Lazuli Bunting = 1.  BBPL = heard @ 9:48",,,,,,,,,,,,
1496,GIA,8,27,2004,850,900,T. Walters,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1497,MMG,8,27,2004,930,1100,"T. Walters, R. Johnson",0,1,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,59,0,46,0,0,0,29,237,0,0,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
1498,LAW,8,27,2004,1045,1055,"J. Temko, G. Bishop, F. Hanson",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pasture filled with campers and people,,,,,,,,,,,,
1499,SPT,8,27,2004,915,930,"G. Bishop, F. Hanson, J. Temko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"dogs, 7 SNPLs outside of count area",,,,,,,,,,,,
1500,BRB,8,27,2004,930,1045,"G. Bishop, F. Hanson, J. Temko",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,9,1,0,0,0,0,0,25,0,0,0,0,234,0,0,0,3,248,76,33,50,0,0,0,0,13,3,0,0,0,0,0,1,,,,,,,,,,,,,
1501,BIV,11,19,2004,1245,1400,"R.CURRIE,R.KIRSCHMAN,S. ALLEN",0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,10,0,0,0,0,2,0,0,241,0,35,0,0,0,0,0,0,0,0,0,2,"BEKI 1,TUVU 3.",,,,,,,,,,,,
1502,GIA,11,19,2004,1230,1240,T. WALTERS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1503,WPT,11,19,2004,1245,1330,L. SYKES,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,3,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1,BEKI 1.,,,,,,,,,,,,
1504,BRB,11,19,2004,1245,1400,"J. TEMKO, G. BISHOP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,526,0,0,0,0,64,173,22,0,0,645,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1505,SPT,11,19,2004,1220,1235,"J. TEMKO, G. BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNPL 73 COUNTED 1/2 MILE NORTH ON DILLONS BEACH AFTER THE COUNT.,,,,,,,,,,,,
1506,LAW,11,19,2004,1415,1430,"J. TEMKO, G.BISHOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1507,WCD,11,19,2004,1245,1415,"L. HUG, B. BAJEMA",13,5,7,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,0,0,270,0,0,0,0,600,0,1,0,0,100,175,300,200,0,2000,0,0,0,31,0,0,0,0,0,1,SUNNY WARM AND STILL.,,,,,,,,,,,,
1508,MMG,11,19,2004,1245,1415,"R. JOHNSON,M. STRAATMANN",0,2,2,1,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,15,0,2,0,0,41,0,12,0,0,14,0,85,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1509,TPT,11,19,2004,1245,1415,"M. McCAUSTLAND, A. SPENCER",0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,233,0,0,0,0,363,144,166,22,0,1161,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1510,CGP,11,19,2004,1245,1415,T. GILBERT,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,21,0,0,0,0,35,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1511,WHG,11,19,2004,1245,1300,K. ETIENNE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,2,0,9,0,108,2,0,32,0,0,0,0,0,0,0,0,0,0,BEKI 1.,,,,,,,,,,,,
1512,INV,11,19,2004,1345,1415,K. ETIENNE,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1513,MMG,12,3,2004,1100,1230,R. JOHNSON,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,81,0,24,0,0,4,0,69,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1514,WHG,2,5,2003,1045,1055,K. ETIENNE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,59,0,0,0,0,0,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1515,BRB,12,3,2004,1105,1205,"G. BISHOP, J. TEMKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,125,0,0,0,0,110,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1 STILT SANDPIPER FEEDING ON MUDFLATS. RARE BIRD FORM PENDING FEB 1 2005.,,,,,,,,,,,,
1516,SPT,12,3,2004,1030,1045,"G. BISHOP, J. TEMKO",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1517,LAW,12,3,2004,1210,1240,"G. BISHOP, J. TEMKO",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,
1518,WCD,12,3,2004,1100,1210,J. KELLY,6,4,8,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,2,0,0,88,0,0,0,0,421,0,50,0,1,67,200,52,0,0,1900,0,0,0,3,0,0,0,0,0,1,THREE RIVER OTTERS.,,,,,,,,,,,,
1519,TPT,12,3,2004,1100,1215,M. Mc CAUSTLAND,0,10,1,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,97,0,2,0,0,109,106,188,0,0,481,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
1520,CGP,12,3,2004,1100,1210,T. GILBERT,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,2,0,0,7,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1521,GIA,12,3,2004,1100,1115,T. WALTERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NIGHT TIME FREEZE.PRESUME SHE MEANS THE NIGHT BEFORE THE COUNT.,,,,,,,,,,,,
1522,WPT,12,3,2004,1100,1210,L. HUG,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,THE PEFA WAS PERCHED ON THE BAT RAY FENCE IN THE MIDDLE OF THE BAY.,,,,,,,,,,,,
1523,INV,12,3,2004,1145,1230,K. ETIENNE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,144,0,0,0,0,164,0,0,0,0,132,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,OSPREY FLYING WITH A PERCH IN ITS TALONS.,,,,,,,,,,,,
